madh,manv,makh,maht,magh,diachi,sdt,nguoinhan,ngaylap,tinhtrang,phivc,tongtien
DK000025,KH000011,3536 Le Lai Hap Linh Quang Ninh,0,02/25/2021,Lac Xuyen,,Quo,0331308852,phu huynh,DM000025
DK000026,KH000059,3109 Le Loi Xuong Giang Tien Giang,1,04/05/2021,Chau Cuc,,Trong,0766531816,phu huynh,DM000026
DK000027,KH000077,661 Ba Trieu Van An Kon Tum,0,03/30/2021,Quan Phe,,Hoang,0948354630,phu huynh,DM000027
DK000028,KH000002,4099 Bach Mai Kim Chan Lao Cai,0,08/05/2020,Hoang Thy,,Le,0836128273,phu huynh,DM000028
DK000029,KH000100,2191 Dong Xuan Thang Nhat Ninh Thuan,1,12/19/2020,Ngo Luong,,Duy,0944188264,phu huynh,DM000029
DK000030,KH000037,1127 Nam Ky Khoi Nghia Xuat Hoa Cao Bang,0,10/06/2020,Phan The Yen,0323841468,,,,DM000030
DK000031,KH000073,3513 Bai Say 6 Dak Nong,1,09/09/2020,Bui Ly,,Xuan,0365643246,phu huynh,DM000031
DK000032,KH000099,1345 Ho Tung Mau Hoa Long Thai Nguyen,1,03/27/2021,Bach Thanh Suong,0883207165,,,,DM000032
DK000033,KH000009,4595 Dang Tran Con Dap Cau Soc Trang,0,10/29/2020,Bach Gia Nghia,0585245421,,,,DM000033
DK000034,KH000084,3965 Phan Chu Trinh Lang Tron Lam Dong,0,09/27/2020,Lanh Huy Chi,0887875135,,,,DM000034
DK000035,KH000039,3746 Dong Xuan Song Cau Hau Giang,1,01/05/2021,Huynh Luong,,Thong,0933300867,phu huynh,DM000035
DK000036,KH000093,1410 Ham Nghi My Do Dak Lak,0,11/09/2020,Vu Luyen,,Thanh,0990168842,phu huynh,DM000036
DK000037,KH000083,4830 Nguyen Thien Thuat Le Loi Dong Nai,1,03/29/2021,Dang Hong Ai,0813160507,,,,DM000037
DK000038,KH000031,3468 Ho Tung Mau Tan Hoa Bac Kan,0,08/25/2020,Bui Cat,,Quang,0903613337,phu huynh,DM000038
DK000039,KH000074,4396 Nguyen Trung Truc Ninh Xa Binh Phuoc,1,02/22/2021,Hinh Manh,,The,0780363074,phu huynh,DM000039
DK000040,KH000051,848 Nguyen Thai Hoc 6 Da Nang,1,02/24/2021,Quach Lam,,Duy,0941235165,phu huynh,DM000040
DK000041,KH000022,1357 Nam Ky Khoi Nghia Kim Dinh Quang Ninh,1,01/27/2021,Nguyen  Anh Thuy,0908825007,,,,DM000041
DK000042,KH000061,2411 Nguyen Cong Tru Chau Pha Ha Giang,0,11/12/2020,Binh Mai Nghia,0324262842,,,,DM000042
DK000043,KH000090,2808 Phan Boi Chau Phong Khe Ha Noi,0,07/11/2020,Quang Hien,,Quang,0581505106,phu huynh,DM000043
DK000044,KH000089,2628 Ba Trieu Vo Cuong Can Tho,1,08/16/2020,Dang Nhu Vuong,0831487013,,,,DM000044
DK000045,KH000029,3636 Le Lai 8 Thai Binh,1,07/22/2020,Vu Hiep,,Kim,0388275108,phu huynh,DM000045
DK000046,KH000003,413 Trung Trac Le Loi Ca Mau,1,06/10/2021,Le  Thu Cat,0813280705,,,,DM000046
DK000047,KH000095,1204 Cong Quynh  Kim Dinh Vinh Long,1,02/12/2021,Sam Huy Son,0893672327,,,,DM000047
DK000048,KH000059,4059 Ham Nghi Lang Tron Lang Son,1,08/05/2020,Chau Anh Hiep,0858013374,,,,DM000048
DK000049,KH000074,4535 Nam Ky Khoi Nghia Xuat Hoa Vinh Long,1,05/10/2020,Phan Thanh Luong,0328015614,,,,DM000049
DK000050,KH000007,4416 Bai Say Dai Phuc Lao Cai,0,10/19/2020,Lac Ly,,Hung,0843027505,phu huynh,DM000050
DK000051,KH000053,4495 Nguyen Thai Hoc Van An Dak Nong,1,04/02/2021,Hinh Tan Boc,0934841877,,,,DM000051
DK000052,KH000036,1030 Bach Mai Hoang Van Thu Nghe An,1,06/03/2020,Phan Thuong,,Van,0561136260,phu huynh,DM000052
DK000053,KH000091,2791 Trinh Van Can Toc Tien Hai Duong,0,07/09/2020,Duong Thuy,,Anh,0901124104,phu huynh,DM000053
DK000054,KH000055,4426 Pham Ngu Lao Phung Chi Kien Nam Dinh,1,10/03/2020,Dang Dang Hien,0924321516,,,,DM000054
DK000055,KH000008,4056 Vo Van Kiet Ngo Quyen Ha Tinh,0,07/23/2020,Ngo Hieu Vuong,0914484515,,,,DM000055
DK000056,KH000094,2163 Pham Hong Thai Phung Chi Kien Hau Giang,0,03/06/2021,Thinh Song,,Duy,0795606710,phu huynh,DM000056
DK000057,KH000081,2509 Cong Quynh  Dai Phuc Bac Giang,0,06/11/2021,Quan Thanh Lieu,0782318222,,,,DM000057
DK000058,KH000078,3151 Le Thanh Ton Vu Ninh Thai Nguyen,1,04/12/2021,Binh Cuong,,Nhu,0562684735,phu huynh,DM000058
DK000059,KH000099,187 Trung Nhi 1 Phu Yen,1,05/12/2021,Bach Hiep,,Nhu,0973117466,phu huynh,DM000059
DK000060,KH000021,3994 Dong Xuan Huyen Tung Binh Dinh,0,09/04/2020,Chung Nhu Thi,0384847124,,,,DM000060
DK000061,KH000078,128 Ham Nghi Khac Niem An Giang,1,06/11/2020,Duong Thu Huong,0844033543,,,,DM000061
DK000062,KH000045,1055 De Tham Hap Linh Ninh Binh,0,06/19/2020,Chu Luan,,An,0590040334,phu huynh,DM000062
DK000063,KH000089,1304 Giai Phong 12 Kon Tum,1,04/11/2021,Duong Vinh,,Hieu,0982117636,phu huynh,DM000063
DK000064,KH000056,29 Nguyen Thi Minh Khai Ninh Xa Ha Noi,0,04/02/2021,La Dai Song,0885060260,,,,DM000064
DK000065,KH000043,3728 Ham Nghi Kim Chan Binh Dinh,1,07/02/2020,Trung Chi,,Nhu,0366018101,phu huynh,DM000065
DK000066,KH000011,3793 Bui Thi Xuan 7 Khanh Hoa,1,12/15/2020,Do Ba Sang,0391154048,,,,DM000066
DK000067,KH000078,2011 Nguyen Thai Hoc Kim Dinh Hoa Binh,1,04/13/2021,Cong Hong,,Hong,0912824238,phu huynh,DM000067
DK000068,KH000074,4947 Nguyen Thai Binh Le Loi Ha Nam,1,10/18/2020,Chung Thanh Hue,0368638106,,,,DM000068
DK000069,KH000041,745 Bui Thi Xuan Van An Khanh Hoa,1,09/18/2020,Cong Nguyet,,Thi,0927136067,phu huynh,DM000069
DK000070,KH000051,4457 Le Thi Rieng Dinh Ke Hung Yen,0,04/21/2021,Vo Hoang Boc,0567767430,,,,DM000070
DK000071,KH000094,4590 Nguyen Thi Minh Khai Nguyen Thi Minh Khai Lang Son,1,06/28/2020,Phan Ba,,Thong,0977080375,phu huynh,DM000071
DK000072,KH000089,1279 Phan Van Truong 12 Binh Thuan,1,11/06/2020,Bui Duyen,,Minh,0885085683,phu huynh,DM000072
DK000073,KH000097,2297 Nguyen Trai 8 Ha Nam,1,09/20/2020,Dang Bich,,Dieu,0583671442,phu huynh,DM000073
DK000074,KH000064,3436 Phan Chu Trinh Vo Cuong Bac Lieu,1,08/30/2020,Lang Sinh,,Nhu,0760548646,phu huynh,DM000074
DK000075,KH000016,4767 Phan Van Truong 3 Ho Chi Minh,0,01/09/2021,Tran Khoi,,Nhu,0997784067,phu huynh,DM000075
DK000076,KH000026,814 Le Thanh Ton Kinh Bac Nghe An,1,07/01/2020,Bach Quo Canh,0965200348,,,,DM000076
DK000077,KH000031,3448 Nguyen Trung Truc Nam Son Quang Ninh,0,10/13/2020,Khuong Hoang Cuc,0924651827,,,,DM000077
DK000078,KH000081,1529 Giai Phong Nam Son Thai Nguyen,1,05/07/2020,Chau Phi,,Hoang,0321732407,phu huynh,DM000078
DK000079,KH000046,3586 Nguyen Chi Thanh Kim Chan Yen Bai,0,01/02/2021,Ho Kien,,Thanh,0796353051,phu huynh,DM000079
DK000080,KH000045,889 Dang Thi Nhu Toc Tien Ca Mau,0,06/18/2021,Lac Duy Hung,0775022477,,,,DM000080
DK000081,KH000010,2140 Dang Thi Nhu Hap Linh Quang Ngai,1,01/02/2021,Quang Uyen,,Ngoc,0374764020,phu huynh,DM000081
DK000082,KH000075,3722 Nguyen Cong Tru 5 Ninh Binh,0,07/08/2020,Lanh Xuong,,Vinh,0867852822,phu huynh,DM000082
DK000083,KH000065,4445 De La Thanh Duc Xuan Hoa Binh,0,03/09/2021,Lang Quo Bach,0821152133,,,,DM000083
DK000084,KH000038,1240 Le Loi Nguyen Thi Minh Khai Binh Thuan,1,06/19/2021,Chu Ha Luan,0580848277,,,,DM000084
DK000085,KH000025,62 Ham Nghi Tan Hoa Nam Dinh,1,08/29/2020,Ho Tho,,Le,0366056488,phu huynh,DM000085
DK000086,KH000041,4748 Bui Vien 3 Dak Nong,1,05/08/2020,Quach Xuyen,,Hoang,0824144037,phu huynh,DM000086
DK000087,KH000093,1525 Bui Thi Xuan Tho Xuong Quang Binh,0,03/29/2021,Do Hanh,,Hong,0943280858,phu huynh,DM000087
DK000088,KH000088,1705 Nguyen Thi Minh Khai My Do Quang Ngai,0,07/18/2020,Vu Huy,,Duc,0385573328,phu huynh,DM000088
DK000089,KH000068,625 Dang Thi Nhu Phong Khe Long An,1,03/01/2021,Pham Le Chu,0904425710,,,,DM000089
DK000090,KH000077,4406 Trung Trac Tran Nguyen Han Yen Bai,0,11/11/2020,Binh Vinh,,An,0846425807,phu huynh,DM000090
DK000091,KH000044,2901 Nguyen Trai Ninh Xa Lai Chau,1,05/06/2020,Do Thong Niem,0840208557,,,,DM000091
DK000092,KH000088,3182 Trung Nhi Xuat Hoa Lang Son,1,05/31/2021,Phi Duc Anh,0812758713,,,,DM000092
DK000093,KH000093,2285 Ham Nghi Phung Chi Kien Son La,1,10/14/2020,La Dang An,0327038142,,,,DM000093
DK000094,KH000032,1601 De Tham Le Loi Long An,1,10/14/2020,Quach Mai Xuyen,0830342288,,,,DM000094
DK000095,KH000037,3297 Dang Thi Nhu Phong Khe Thai Binh,1,05/22/2020,Pham Phong,,Thai,0923063416,phu huynh,DM000095
DK000096,KH000027,1176 Le Thanh Ton Kinh Bac Hai Phong,0,10/16/2020,Quang Hien,,Le,0975161065,phu huynh,DM000096
DK000097,KH000060,3543 Bach Mai Le Loi Dak Nong,1,10/20/2020,Hoang Hoang Huyen,0912043213,,,,DM000097
DK000098,KH000021,1464 Hai Ba Trung Thang Tam Kon Tum,0,05/31/2021,Pham Dinh Thy,0702844106,,,,DM000098
DK000099,KH000017,4264 Truong Dinh Van An Nghe An,0,10/11/2020,Bach Thanh Xuyen,0564613723,,,,DM000099
DK000100,KH000051,1195 Nguyen Thi Minh Khai Huyen Tung Hai Phong,1,06/25/2021,Chau Suong,,Tan,0594734184,phu huynh,DM000100
DK000101,KH000081,870 De La Thanh 3 Tien Giang,1,02/13/2021,Phan An,,Hung,0827010427,phu huynh,DM000101
DK000102,KH000070,2901 Nguyen Thien Thuat Dai Phuc Yen Bai,1,12/12/2020,Chau Thong Hanh,0586028037,,,,DM000102
DK000103,KH000074,4482 Nam Ky Khoi Nghia 9 Thai Binh,1,12/11/2020,Vu Quo Xuyen,0810768676,,,,DM000103
DK000104,KH000040,4189 Bai Say Huyen Tung Khanh Hoa,0,11/03/2020,Nguyen  Hieu Song,0982452516,,,,DM000104
DK000105,KH000027,1005 Phan Van Truong Thang Tam Dong Thap,1,12/30/2020,Phan Phu Thy,0882365421,,,,DM000105
DK000106,KH000069,330 Phan Van Truong My Do Quang Nam,1,09/27/2020,Hinh Xuan Kien,0772004172,,,,DM000106
DK000107,KH000093,2359 Ho Tung Mau Khac Niem Ninh Binh,0,08/23/2020,Hinh Quo Ban,0971186001,,,,DM000107
DK000108,KH000092,3378 Nguyen Du Hoa Long Ha Giang,0,11/02/2020,Quang Niem,,Ba,0366414027,phu huynh,DM000108
DK000109,KH000024,304 Nguyen Du Khuc Xuyen Ninh Binh,0,07/30/2020,Lanh Bach,,Hoang,0766074802,phu huynh,DM000109
DK000110,KH000056,1872 Le Thi Rieng Phuoc Hoa Binh Thuan,1,12/03/2020,Phi Ly,,Nhu,0706385308,phu huynh,DM000110
DK000111,KH000045,6 Dang Tran Con Nam Son Lang Son,1,06/13/2020,Lang Ha Khoi,0790078307,,,,DM000111
DK000112,KH000036,1961 Cach Mang Thang Tam Song Cau Phu Tho,0,09/11/2020,Vo Huong,,Ha,0584280752,phu huynh,DM000112
DK000113,KH000070,4596 Cach Mang Thang Tam 4 Hung Yen,0,03/04/2021,Dang Hoang Vuong,0703060404,,,,DM000113
DK000114,KH000047,4613 Le Anh Xuan Tan Phuoc Hau Giang,1,05/16/2020,Cong Minh,,The,0890515088,phu huynh,DM000114
DK000115,KH000053,2877 Nguyen Thai Binh 10 Gia Lai,1,09/22/2020,La Minh Vuong,0862517603,,,,DM000115
DK000116,KH000089,4630 Pham Ngu Lao Van An Quang Ninh,1,02/09/2021,Phung Vy,,Tan,0373201222,phu huynh,DM000116
DK000117,KH000022,1116 Phan Van Truong Xuat Hoa Tuyen Quang,0,12/24/2020,Quan Uyen,,Hong,0988318837,phu huynh,DM000117
DK000118,KH000090,2747 Giai Phong Hap Linh Tuyen Quang,1,09/22/2020,Bach Dang Vy,0396484046,,,,DM000118
DK000119,KH000063,2669 Le Lai Long Huong Thanh Hoa,1,07/06/2020,Ho Hung Khanh,0773727332,,,,DM000119
DK000120,KH000056,1193 Le Anh Xuan Vu Ninh Soc Trang,0,05/26/2021,Chau Huy Danh,0352223441,,,,DM000120
DK000121,KH000091,1063 Cong Quynh  9 Tuyen Quang,1,09/08/2020,Pham Cong,,Quang,0794762085,phu huynh,DM000121
DK000122,KH000044,3692 Le Lai Song Cau Phu Tho,1,02/19/2021,Hinh An Anh,0581825256,,,,DM000122
DK000123,KH000081,1040 Nam Ky Khoi Nghia Lang Tron Cao Bang,1,02/26/2021,Bach Vinh,,Ba,0866845716,phu huynh,DM000123
DK000124,KH000082,4761 Ly Tu Trong Hoa Long Quang Nam,1,10/31/2020,Hua Niem,,Kim,0925203431,phu huynh,DM000124
DK000125,KH000083,1391 Nguyen Trung Truc Song Cau Ha Nam,0,07/03/2020,La Dung,,Nhu,0375627218,phu huynh,DM000125
DK000126,KH000025,957 Cong Quynh  Hap Linh Khanh Hoa,0,07/02/2020,La Thanh Luong,0938036160,,,,DM000126
DK000127,KH000062,3394 Truong Dinh Hac Dic Thai Nguyen,1,03/30/2021,Quang Pham,,Minh,0342521347,phu huynh,DM000127
DK000128,KH000007,4549 Hai Ba Trung Vu Ninh Binh Thuan,0,03/20/2021,Do Tan Phong,0798525786,,,,DM000128
DK000129,KH000043,1173 Hai Ba Trung Xuat Hoa Tra Vinh,1,08/23/2020,La Bach,,Viet,0357526534,phu huynh,DM000129
DK000130,KH000045,4048 Nguyen Thi Minh Khai 12 Binh Duong,0,12/25/2020,Le  Nguyet,,Dai,0781170165,phu huynh,DM000130
DK000131,KH000012,2531 Nguyen Trung Truc 9 Ha Noi,0,02/06/2021,Vo Lam,,Xuan,0361502163,phu huynh,DM000131
DK000132,KH000026,3529 Nguyen Thai Binh Hap Linh Lao Cai,0,03/16/2021,Pham Hong,,Dieu,0388765102,phu huynh,DM000132
DK000133,KH000098,804 Bui Vien Tien An Binh Dinh,1,06/06/2020,Hua Hoang Suong,0331817404,,,,DM000133
DK000134,KH000060,3306 Le Loi Hap Linh Tay Ninh,0,01/15/2021,Pham Chu,,Ngoc,0947587645,phu huynh,DM000134
DK000135,KH000028,4108 Dang Tran Con Hoang Van Thu Thai Nguyen,1,01/21/2021,Do Nguyen,,Thong,0962137307,phu huynh,DM000135
DK000136,KH000010,4503 Bai Say 12 Ha Noi,0,06/06/2020,Hua Ly,,Thong,0915338116,phu huynh,DM000136
DK000137,KH000099,4474 Nguyen Chi Thanh Le Loi Bac Lieu,0,04/24/2021,Lanh Phuc,,Anh,0366704851,phu huynh,DM000137
DK000138,KH000058,3869 Le Lai Da Mai Hau Giang,1,09/16/2020,Lac Anh Sang,0360722042,,,,DM000138
DK000139,KH000067,4833 Bai Say Rach Dua Bac Kan,0,12/30/2020,Dang Binh,,An,0565278124,phu huynh,DM000139
DK000140,KH000031,2319 Le Thi Rieng Ve An Soc Trang,1,10/24/2020,Vo An Xuyen,0817001458,,,,DM000140
DK000141,KH000089,259 Nguyen Thi Minh Khai Ninh Xa Dak Lak,1,07/22/2020,Hinh Anh,,An,0962748544,phu huynh,DM000141
DK000142,KH000075,1985 Le Lai Da Mai Hai Phong,0,01/27/2021,Dang Hai,,Phu,0912052020,phu huynh,DM000142
DK000143,KH000087,3398 Nguyen Thien Thuat Tho Xuong Soc Trang,0,08/28/2020,Cong Thong Ban,0794243234,,,,DM000143
DK000144,KH000062,2549 Pham Hong Thai 8 Hai Phong,1,08/02/2020,Chau Luyen,,Dinh,0352183168,phu huynh,DM000144
DK000145,KH000099,768 Nguyen Thi Minh Khai Hoang Van Thu Ninh Thuan,1,10/17/2020,Sam Quang,,Vuong,0898143721,phu huynh,DM000145
DK000146,KH000084,1659 Dang Tran Con Dai Phuc Lang Son,1,10/13/2020,Sam Niem,,Mai,0705856856,phu huynh,DM000146
DK000147,KH000089,1852 Ly Tu Trong 9 Hung Yen,1,08/19/2020,Ly Phong,,The,0781368111,phu huynh,DM000147
DK000148,KH000088,4158 Nguyen Cong Tru Tho Xuong Quang Binh,0,04/21/2021,Lanh Minh Song,0761250244,,,,DM000148
DK000149,KH000081,3063 Bui Thi Xuan Da Mai Soc Trang,1,01/07/2021,Nguyen  Vuong Sinh,0828460763,,,,DM000149
DK000150,KH000070,1816 Cach Mang Thang Tam Vo Cuong Kon Tum,1,10/12/2020,Hinh Canh,,Trong,0388434415,phu huynh,DM000150
